MANUFACTURER,BRAND,ITEM,ITEM_DESCRIPTION,CATEGORY,FORMAT,ATTR1,ATTR2,ATTR3
DELTA PRONATURA,DR.BECKMANN,4008455394411,DR BECKMANN EL MAGO QUITAMANCHAS3 P.TINT/CRAY/ROTUL BOT 50ML 4008455394411,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455394510,DR BECKMANN EL MAGO QUITAMANCHAS 5 LIQUIDO BOT 50ML IMP 4008455394510,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455394619,DR BECKMANN EL MAGO QUITAMANCHAS 7 LIQUIDO BOT 50ML IMP 4008455394619,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455423517,DR BECKMANN EL MAGO QUITAMANCHAS 6 LIQUIDO BOT 50ML IMP 4008455423517,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455423616,DR BECKMANN EL MAGO QUITAMANCHAS 4 LIQUIDO BOT 50ML IMP 4008455423616,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455423715,DR BECKMANN QUITAMANCHAS PRELAVADO C/CEP APLIC LIQ BOT 250ML 4008455423715,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455425412,DR BECKMANN BLANQ INTENS SUPER BLANC PVO 6BSAS 40GRC/U=240GR 4008455425412,1,POLVO,CLORO,CLORO,NO DEFINIDO
DELTA PRONATURA,DR.BECKMANN,4008455427614,DR BECKMANN POLVO QUITA DESTINIDO CJ C/2 BOL 75GC/U=150GRS 4008455427614,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455438016,DR BECKMANN LAPIZ MAGICO QUITAMANCHAS 9ML 4008455438016,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455457512,DR BECKMANN BLANQUEADOR SIN CLORO BOL 80GR 4008455457512,1,POLVO,CLORO,CLORO,NO DEFINIDO
DELTA PRONATURA,DR.BECKMANN,4008455457710,DR BECKMANN QUITAMANCHASINTENSO ROPABLANCAYCOLOR SACHET100GR 4008455457710,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455458618,DR BECKMANN EL MAGO QUITAMANCHAS OXIDO/DESOD BOTC/ATOM 250ML 4008455458618,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455458717,DR BECKMANN ORIGINAL QUITAMANCHAS PRELAVADO BOT C/ATOM 250ML 4008455458717,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455459417,DR BECKMAN SUPER BLANCO TOALLITAS ACTIVAS S/CLORO CAJA 15PZ 4008455459417,1,TOALLAS,PRELAVADOR,FABRIC TREATMENT,BLANCO
DELTA PRONATURA,DR.BECKMANN,4008455460215,DR BECKMANN BLANQUEADOR POLVO CJ C/2BOLSAS 75GRC/U=150GR IMP 4008455460215,1,POLVO,CLORO,CLORO,NO DEFINIDO
DELTA PRONATURA,DR.BECKMANN,4008455476711,DR BECKMANN JABON MAGICO QUITAMANCHAS BARRA 100 GR 4008455476711,1,BARRA,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455524917,DR BECKMANN QUITAMANCHAS DESODORANTE Y SUDOR BOT 500 ML 4008455524917,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
DELTA PRONATURA,DR.BECKMANN,4008455567013,DR BECKMANN QUITAMANCHAS INTENSO ROPABLANCAYCOLOR SOBRE 80GR 4008455567013,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. H24,CUELLOS PUNOS Y MANCHITAS,7501021160689,TOTAL CUELLOS PUNOS Y MANCHITAS ULTRA FUERTE LATA 340GR NAL 7501021160689,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,OTR. TIPOS
INDS. H24,CUELLOS PUNOS Y MANCHITAS,7501021160719,H24 CUELLOS PUNOS Y MANCHITAS BOT/ATOM 700ML NAL 7501021160719,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
INDS. H24,CUELLOS PUNOS Y MANCHITAS,7501021160726,CUELLOS PU¤OS Y MANCHITAS BOT/REP 700 ML  NAL. 7501021160726,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400323,CLORALEX FLORES DE BACH BOT PLAS 950 ML 7501025400323,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025400330,CLORALEX FLORES DE BACH BOT PLAS 2 LT 7501025400330,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025400347,CLORALEX FLORES DE BACH BOT PLAS 3.75 LT 7501025400347,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400354,CLORALEX GERANIO Y ALOE BOT PLAS 950 ML 7501025400354,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400361,CLORALEX GERANIO Y ALOE BOT PLAS 2 LT 7501025400361,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400378,CLORALEX GERANIO Y ALOE BOT PLAS 3.75 LT 7501025400378,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025400385,CLORALEX MENTA Y EUCALIPTO BOT PLAS 950 ML 7501025400385,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400392,CLORALEX MENTA Y EUCALIPTO BOT PLAS 2 LT 7501025400392,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400408,CLORALEX MENTA Y EUCALIPTO BOT PLAS 3.75 LT 7501025400408,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025400415,CLORALEX SUAVE AROMA BLANQUEADOR BOT 950ML 7501025400415,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400422,CLORALEX SUAVE AROMA BLANQUEADOR BOT 2LT 7501025400422,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400439,CLORALEX SUAVE AROMA BLANQUEADOR BOT 3.75LT 7501025400439,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025400767,CLORALEX CLORO GERMICIDA REGULAR 950 ML 7501025400767,1,LIQUIDO,CLORO,CLORO,GERMICIDA
INDS. ALEN,CLORALEX,7501025400781,CLORALEX EL RENDIDOR BLANQUEADOR DESINF ELIM COVID BOT 950ML 7501025400781,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,RADIANTE,7501025400903,RADIANTE QUITA MANCHAS P/ROPA BOT 1000ML NAL 7501025400903,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025400927,CLORALEX COLOR QUITAMANCHAS PARA ROPA BOT 500 ML NAL 7501025400927,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400941,CLORALEX COLOR QUITAMANCHAS P/ROPA BOT 950 ML NAL 7501025400941,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400958,CLORALEX COLOR QUITAMANCHAS ROPA BOT 1800 ML NAL 7501025400958,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400965,CLORALEX COLOR QUITA MANCHAS ROPA BOT C/ATOM 650 ML 7501025400965,1,LIQUIDO,PRELAVADOR,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400989,CLORALEX ESFERAS ROPA COLOR BOTE 500GR NAL 7501025400989,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025400996,CLORALEX ESFERAS ROPA DE COLOR QUITAMANCHAS BOTE 1000 GR 7501025400996,1,POLVO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
INDS. ALEN,CLORALEX,7501025401023,CLORALEX EXTRA SENSACION FRUTALES BOT PLAST 950ML 7501025401023,1,LIQUIDO,,CLORO,
INDS. ALEN,CLORALEX,7501025401047,CLORALEX AROMA SENSACION FRUTAL BOT PLAST 3750ML 7501025401047,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025401061,CLORALEX BAMBINO BOT PLAST 950ML NAL 7501025401061,1,LIQUIDO,CLORO,CLORO,BAMBINO
INDS. ALEN,CLORALEX,7501025401078,CLORALEX BAMBINO BOT PLAST 2000ML NAL 7501025401078,1,LIQUIDO,CLORO,CLORO,ROPA BEBE
INDS. ALEN,CLORALEX,7501025401115,CLORALEX BLANQUEDOR ESENCIAS DE MARSELLA BOTPLAS 950ML NAL 7501025401115,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025401122,CLORALEX ESENCIAS DE MARSELLA BOT PLAS 2000 ML NAL 7501025401122,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALUZ,7501025401252,CLORALUZ BOT.PLAST. 900ML NAL. 7501025401252,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025401306,CLORALEX EL RENDIDOR BOTELLA 10000 ML NAL 7501025401306,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025401313,CLORALEX CLORO EN GEL BOT 3.75L 7501025401313,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025401511,CLORALEX BRISA FRESCA BOT PLAST 950ML NAL 7501025401511,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025401528,CLORALEX EXTRA BRISA FRESCA BOT PLAST 2LTS NAL 7501025401528,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025401535,CLORALEX EL RENDIDOR BOT 1.17LT 7501025401535,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025401566,CLORALEX SUAVE AROMA BLANQUEADOR BOT 1.17L 7501025401566,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025401573,CLORALEX COLOR PODER VINAGRE QUITAMANCHAS BOLSA 450 ML 7501025401573,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401580,CLORALEX COLOR QUITAMANCHAS BOLSA 450 ML 7501025401580,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401597BP1,CLORALEX COLOR SIN CLORO BOT 2.8 LT 7501025401597BP1,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
INDS. ALEN,CLORALEX,7501025401641,CLORALEX EXTRA BRISA FRESCA 375OML NAL 7501025401641,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025401795,CLORALEX ULTRAGEL CITRICO BOTELLA 950ML 7501025401795,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025401801,CLORALEX ULTRAGEL CITRICO BOTELLA 600ML 7501025401801,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025401832,CLORALEX  PODER OXIGENO ULTRAGEL QUITAMANCHAS BOLSA 450 ML 7501025401832,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401849,CLORALEX PODER OXIGENO ULTRAGEL QUITAMANCHAS BOLSA 750 ML 7501025401849,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401856,CLORALEX PODER  OXIGENO ULTRAGEL QUITAMANCHAS BOT 950 ML 7501025401856,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401863,CLORALEX PODER OXIGENO  ULTRAGEL  QUITAMANCHAS BOT 1.5 LT 7501025401863,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401887,CLORALEX  PODER VINAGRE ULTRAGEL QUITAMANCHAS BOLSA 450 ML 7501025401887,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401894,CLORALEX PODER VINAGRE ULTRAGEL QUITAMANCHAS BOLSA 750 ML 7501025401894,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401900,CLORALEX PODER  VINAGRE ULTRAGEL QUITAMANCHAS BOT 950 ML 7501025401900,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401917,CLORALEX PODER VINAGRE ULTRAGEL  QUITAMANCHAS BOT 1.5 LT 7501025401917,1,GEL,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025401931,CLORALEX GEL BLANQUEADOR BP 700ML 7501025401931,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025401948,CLORALEX GEL NO SALPICA DESINFECTANTE BP 1.65LT 7501025401948,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,BLANCATEL,7501025401993,BLANCATEL CONCENTRADO BOT PLAST 3750ML NAL 7501025401993,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402037,BLANCATEL BOT.PLAST. 930 ML. NAL. 7501025402037,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402051,BLANCATEL CONCENTRADO BOT PLAST 3750ML NAL 7501025402051,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402082,BLANCATEL FRESCURA DEL CAMPO BOT PLAST 3750ML NAL 7501025402082,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402211,BLANCATEL BLANQUEADOR FAMILIAR JAZMIN GFA 3.75 LT 7501025402211,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402235,BLANCATEL FLORAL BOT PLAST 3750ML NAL 7501025402235,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402242,BLANCATEL LAVANDA LIQ BOT PLAST 3750ML NAL 7501025402242,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402259,BLANCATEL BLANQUEADOR BOTELLA 1.8LT 7501025402259,1,LIQUIDO,,CLORO,
INDS. ALEN,BLANCATEL,7501025402303,BLANCATEL N. BLANQUEADOR BOTELLA 3.75LT 7501025402303,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025402440,CLORALEX EL RENDIDOR BLANQUEADOR ROPA CONCENT GARRAFON 7 LT 7501025402440,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,BLANCATEL,7501025402990,BLANCATEL NAVIDENO BOT PLAST 3.750LT NAL 7501025402990,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025403423,CLORALEX EDICION RETRO BOTELLA 2000 ML 7501025403423,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025405076,CLORALEX CLORO EN GEL BOT 500ML 7501025405076,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405090,CLORALEX ULTRAGEL CLORO GEL CONCENTRADO BOT 600 ML 7501025405090,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405106,CLORALEX CLORO EN GEL BP 2000ML 7501025405106,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405120,CLORALEX CLORO EN GEL BOT 250ML 7501025405120,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405151,CLORALEX CLORO EN GEL BOT 950ML 7501025405151,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405205,CLORALEX AROMAX FLORAL CLORO GEL CON DETERGENTE BOT 600ML 7501025405205,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405212,CLORALEX ULTRAGEL CLORO EN GEL CONCENTRADO 950ML 7501025405212,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405229,CLORALEX AROMAX CLORO GEL C/DETERGENTE CITRICO BOTE 950ML 7501025405229,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405236,CLORALEX AROMAX CLORO GEL C/DETERGENTE FLORAL BOTE 950ML 7501025405236,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405274,CLORALEX DETERMAX GEL BOT PLAS 950 ML 7501025405274,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405298BP2,CLORALEX MAXGEL BOT 600ML+PINOL PINO MULTIU BOT 1L 7501025405298BP2,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025405311,CLORALEX EL RENDIDOR 60 ANIVERSARIO 950+220 ML=1170 ML NAL 7501025405311,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025405816,CLORALEX EL RENDIDOR ELIMINA 99.9 DE VIRUS Y BACTERIAS BOT 1 7501025405816,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025405885,CLORALEX GEL ROPA BLANCA BP 950 ML 7501025405885,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025406561,CLORALEX AROMA CLORO LIQUIDO LAVANDA BP 2L 7501025406561,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025406578,CLORALEX AROMA CLORO LIQUIDO LAVANDA BP 3.75L 7501025406578,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025408404,CLORALEX AROMAS BLAQUEADOR LIQUIDO FLORAL GAR 10LT 7501025408404,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025408947,CLORALEX EL RENDIDOR BOT.PLAST. 700ML NAL. 7501025408947,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025409104,CLORALEX EL RENDIDOR BLANQ DESINF DEODORIZ CONCEN BP 1.65LT 7501025409104,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025409470,CLORALEX MASCOTAS LIMP DESINFECT C/CLORO BP C/G750ML=3.750LT 7501025409470,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025410834,CLORALEX COLOR LIQUIDO PRELAVADOR BOTELLA 1.8 LT 7501025410834,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025411893,CLORALEX MASCOTAS LIM C/CLORO+DETERGENTE CITRICO BP 1.65L 7501025411893,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025411978,CLORALEX AREA MASCOTAS BOTELLA 1800ML + 200ML = 2 LT 7501025411978,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025411992,CLORALEX MASCOTAS BOT PLAST 950ML NAL 7501025411992,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025412005,CLORALEX MASCOTAS BOT PLAST 3750ML NAL 7501025412005,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025412012,CLORALEX MASCOTAS BOT PLAST 5000ML NAL 7501025412012,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025412104,CLORALEX AROMA CLORO LIQUIDO FLORAL BP 950ML 7501025412104,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025412135,CLORALEX AROMA CLORO LIQUIDO FLORAL BP 3.75L 7501025412135,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025412357,CLORALEX EL RENDIDOR CLORO LIQ DESINFECT C/G500ML BOT=3.75L 7501025412357,1,LIQUIDO,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025412401,CLORALEX COLOR PODER VINAGRE BOT 950 ML NAL 7501025412401,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025412418,CLORALEX COLOR PODER VINAGRE BOT 1800 ML NAL 7501025412418,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025412463,CLORALEX COLOR PODER VINAGRE GARRAFON 5100 ML NAL 7501025412463,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,COLOR PODER VINAGRE
INDS. ALEN,CLORALEX,7501025412784,CLORALEX COLOR QUITAMANCHAS BOT 950 ML 7501025412784,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,PRE LAVADOR
INDS. ALEN,CLORALEX,7501025418106,CLORALEX BLANQUEADOR FLORES MEXICANAS BOT PLAS 2 LT 7501025418106,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441319BP2,CLORALEX ELRENDIDORLIQBP950MLPVPESP+PINOLELORIGFLORALBP828ML 7501025441319BP2,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441326BP2,CLORALEX ELRENDIDORLIQBP950ML+PINOLELORIGCITRICOBP828MPVPESP 7501025441326BP2,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441357BP1,MMBLANQUEADORCONC BP950ML+CLORALEX BAÑOSANTIHONGOS ATOM650ML 7501025441357BP1,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441463BP2,CLORALEX BLANQUEADOR REG BP950ML+PINOL EL ORIGINAL LIMPBP1LT 7501025441463BP2,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441487BP1,CLORALEX EL RENDIDOR LIQ BP950ML+MM EL RENDIDOR GEL BP950ML 7501025441487BP1,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025441487BP2,CLORALEX EL RENDIDOR GEL BP950ML+MM EL RENDIDOR LIQ BP950ML 7501025441487BP2,1,GEL,CLORO,CLORO,MULTIUSOS
INDS. ALEN,CLORALEX,7501025450212,CLORALEX EL RENDIDOR BOT 1900+100ML= 2LT 7501025450212,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025450274,CLORALEX EL RENDIDOR CONCENTRADO BOT 1800ML C/G 200ML = 2 LT 7501025450274,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025450618BP1,CLORALEX REGULAR LIQ BOT PLAS 950ML C/MM ROPA COLOR 950ML 7501025450618BP1,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
INDS. ALEN,CLORALEX,7501025450618BP2,CLORALEX ROPA COLOR BOT PLAS 950ML C/MM REGULAR LIQ 950ML 7501025450618BP2,1,LIQUIDO,SAFE BLEACH,FABRIC TREATMENT,ROPA COLOR
INDS. ALEN,CLORALEX,7501025450632,CLORALEX EL RENDIDOR BOT PLAST 3750ML+300ML GRATIS 4050ML 7501025450632,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025450984,CLORALEX MASCOTAS LA PAREJA PERFECTA 2BOT 950ML C\U 7501025450984,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025450984BP1,CLORALEX RENDIDOR BOT 950ML+MM MASCOTAS BOT 950ML 7501025450984BP1,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
INDS. ALEN,CLORALEX,7501025450984BP2,CLORALEX MASCOTAS BOT 950ML+MM RENDIDOR BOT 950ML 7501025450984BP2,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025454012,CLORALEX MASCOTAS INTERIOR BOT C/ATOM 650ML NAL 7501025454012,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025454029,CLORALEX MASCOTAS INTERIOR BOT PLAST 950ML NAL 7501025454029,1,LIQUIDO,CLORO,CLORO,MASCOTAS
INDS. ALEN,CLORALEX,7501025459208,CLORALEX AROMA MUJER CAMPANA UNIDAS CONTIGO 3.750 LT 7501025459208,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
LA CORONA,CARISMA,7501026005800,CARISMA CLORO BOTELLA 1LT 7501026005800,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
LA CORONA,PURO SOL,7501026030109,CLORO PURO SOL BOT PLAS 1000 ML LA CORONA 7501026030109,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
OTHERS FABRICANTE UNIF.,OTHERS MARCA UNIF.,7501041505309,EL TIMON BLANQUEADOR AZUL PARA ROPA 50SOBRES 10GR C/U 7501041505309,1,POLVO,CLORO,CLORO,NO DEFINIDO
OTHERS FABRICANTE UNIF.,OTHERS MARCA UNIF.,7501041508652,MYRSEL CLORO INCOLORO E INHOLORO GARRAFON 20LTS NAL 7501041508652,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
QUIMICA GONCAL,PATITO,7501042300033,PATITO CLORO PATITO BOT.PLAST.960 ML NAL. 7501042300033,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
QUIMICA GONCAL,PATITO,7501042300057,CLORO PATITO BOT PLAS 3750 ML NAL. 7501042300057,1,LIQUIDO,CLORO,CLORO,OTR. TIPOS
QUIMICA GONCAL,CLORTEX,7501042301733,CLORTEX BLANQUEADOR BOT 1890ML NAL 7501042301733,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
QUIMICA GONCAL,CLORTEX,7501042301740,CLORTEX BLANQUEADOR CONCENTRADO SIN AROMA GARRAFON 3.75 LT 7501042301740,1,LIQUIDO,CLORO,CLORO,NO DEFINIDO
